state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes,county_state,fips,area_name,state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,county_state
Georgia,GA,Dooly,13093,Democrat,Hillary_Clinton,737,0.884,Dooly_GA,13093,Dooly,GA,14188,14918,-4.9,14918,4.7,19.8,15.7,46,47.6,50.5,0.2,0.7,0.1,0.9,7.3,42.2,88.4,4.2,4.9,70.9,10.1,1214,19.7,6225,66.7,9.2,67600,5133,2.37,14510,29012,29,160,1935,-5.9,747,930,30.6,0,0,0,4.4,0,303771,61913,151362,13121,6625,0,391.94,38.1,Dooly_GA
Georgia,GA,Dougherty,13095,Democrat,Hillary_Clinton,8891,0.857,Dougherty_GA,13095,Dougherty,GA,92407,94565,-2.3,94565,7.4,24.9,13.6,53.5,29,68.4,0.3,1,0.2,1.2,2.6,27.3,81.7,2.4,3.7,79.9,17.8,7326,18.3,40701,47.3,31.3,101700,35661,2.53,18619,31671,31.2,2336,38273,-2.1,6777,6892,34,0,4.4,0,1.2,33.7,0,1175674,1543650,16198,170969,80,328.69,287.7,Dougherty_GA
Georgia,GA,Douglas,13097,Democrat,Hillary_Clinton,9375,0.746,Douglas_GA,13097,Douglas,GA,138776,132339,4.9,132403,6.6,26.9,10.3,52.1,51.8,43.5,0.4,1.7,0.2,2.4,8.9,44.9,83.4,8.4,11.9,87.2,24.4,10690,31.8,51861,69.8,17.4,135700,46295,2.86,23626,52691,16.1,2392,33246,2.6,11313,11400,0,0.4,2.5,0,2.7,33.1,989859,929175,2055804,16536,212285,224,200.07,661.8,Douglas_GA
Georgia,GA,Early,13099,Democrat,Hillary_Clinton,671,0.892,Early_GA,13099,Early,GA,10491,11004,-4.7,11008,6.6,25.2,18.4,52.8,48.2,49.9,0.4,0.6,0,0.9,2.2,46.5,91.3,0.8,1.5,76.7,12.9,728,22.7,4918,64.7,6.5,82400,4030,2.61,17579,28853,31.6,211,2843,4.1,647,961,0,0,0,0,0,0,832266,131927,75758,6416,6271,9,512.59,21.5,Early_GA
Georgia,GA,Echols,13101,Democrat,Bernie_Sanders,36,0.514,Echols_GA,13101,Echols,GA,4003,4034,-0.8,4034,8.8,27.7,11.3,50.7,88.7,5.6,3.1,0.5,0.2,1.8,28.1,63.6,73.4,17.1,23.2,74.7,5.7,292,24.8,1537,62.7,5.6,71600,1382,2.93,15861,31375,31.3,23,114,-5.8,183,177,0,0,0,0,0,0,0,0,0,0,0,1,414.89,9.7,Echols_GA
Georgia,GA,Elbert,13105,Democrat,Hillary_Clinton,805,0.75,Elbert_GA,13105,Elbert,GA,19438,20166,-3.6,20166,6,22,19.1,52.1,68.2,29.4,0.4,0.9,0,1.1,5.5,63.7,93,3,5.3,78.3,11.3,1546,21.6,9513,68.4,9.2,84500,7635,2.57,18835,35817,20.4,423,4505,-10.4,1369,1650,0,0,0,0,0,0,515223,106277,136950,6644,14557,12,351.06,57.4,Elbert_GA
Georgia,GA,Emanuel,13107,Democrat,Hillary_Clinton,755,0.831,Emanuel_GA,13107,Emanuel,GA,22755,22594,0.7,22598,6.9,25.1,15.8,51.1,63.6,34.2,0.4,0.7,0,1,4.6,59.8,84.5,1.3,4.7,76.5,11.6,1357,25.3,9879,65.6,4.9,69900,8026,2.71,17064,32046,29.4,385,4899,-1.6,1849,2163,0,0,0,0,0,31,448400,93384,184041,8160,14804,7,680.6,33.2,Emanuel_GA
Georgia,GA,Evans,13109,Democrat,Hillary_Clinton,347,0.785,Evans_GA,13109,Evans,GA,10898,11001,-0.9,11000,7.7,26.7,15.1,51.7,65.5,31.2,0.6,1.2,0.3,1.2,12,56.2,85,6.2,12.5,76.2,14.1,725,19.2,4636,63.7,6.9,89700,4067,2.55,18998,36788,27.9,212,3744,-1.2,692,940,0,0,0,0,0,36.3,354790,0,153912,13507,6395,20,182.85,60.2,Evans_GA
Georgia,GA,Fannin,13111,Democrat,Hillary_Clinton,545,0.599,Fannin_GA,13111,Fannin,GA,23753,23693,0.3,23682,4.5,17.7,25.6,51.1,96.9,0.8,0.4,0.5,0,1.3,2,95.2,89.5,1.1,3.1,79,14.4,2322,25.4,16589,78.2,4.3,161300,9940,2.36,19164,34239,23,553,4496,0.8,2648,3558,0,0,0,0,0,25,0,41794,293099,12995,29653,168,386.72,61.2,Fannin_GA
Georgia,GA,Fayette,13113,Democrat,Hillary_Clinton,7257,0.711,Fayette_GA,13113,Fayette,GA,109664,106566,2.9,106567,4.1,23.9,16.2,51.6,70.9,22,0.4,4.5,0.1,2.1,7.1,65,88.1,9.2,11.6,94.3,42.6,11491,30.4,41344,82.9,8.6,231500,37930,2.81,35344,79977,7.7,3182,38001,1.7,9875,12696,16,0,4.4,0,3.6,29.8,1744689,877241,1390039,13122,171207,314,194.34,548.3,Fayette_GA
Georgia,GA,Floyd,13115,Democrat,Hillary_Clinton,2555,0.645,Floyd_GA,13115,Floyd,GA,96063,96317,-0.3,96317,6.1,23.5,15.7,51.5,80.9,14.8,0.8,1.4,0.3,1.7,10.3,72.3,85.1,6.5,9.7,77.9,18.1,7358,21.5,40428,64.2,16.6,114800,34646,2.66,20500,40821,21,1950,32861,0.4,6748,8145,0,0,3.3,0,0,28.6,3346076,636186,1039780,10932,144251,75,509.91,188.9,Floyd_GA
Georgia,GA,Fulton,13121,Democrat,Hillary_Clinton,82576,0.711,Fulton_GA,13121,Fulton,GA,996319,920579,8.2,920581,6.4,23.2,10.4,51.4,46.7,44.3,0.3,6.7,0.1,2,7.6,40.5,79.9,12.9,16.7,90.4,48.2,47038,27,448897,53.9,43.9,238200,368184,2.49,36757,56857,17.6,33874,723886,3.1,99463,106113,26.7,0.5,5.4,0,3.2,32.3,10428483,40824135,13239670,13363,4133808,8098,526.64,1748,Fulton_GA
Georgia,GA,Gilmer,13123,Democrat,Hillary_Clinton,489,0.53,Gilmer_GA,13123,Gilmer,GA,28829,28281,1.9,28292,5.3,20.5,22,50.1,96.3,0.9,0.6,0.4,0.5,1.2,10.9,86.8,82.8,6.1,9,76.5,16.4,2397,27.9,16653,73.4,3.6,142200,11513,2.44,21317,39140,21.7,522,5524,-0.8,2567,2593,0,0,0,0,0,24.7,354553,45815,370523,12965,36555,102,426.54,66.3,Gilmer_GA
Georgia,GA,Glascock,13125,Democrat,Hillary_Clinton,38,0.623,Glascock_GA,13125,Glascock,GA,3053,3082,-0.9,3082,4.8,24,17.4,51.1,87.9,9.9,0.4,0.4,0,1.4,1.5,86.5,92.1,1,1.3,78.3,9.6,181,28.3,1501,70.8,3.5,70000,1189,2.53,17984,37760,21.4,22,0,0,172,216,0,0,0,0,0,0,0,0,4815,1739,0,0,143.74,21.4,Glascock_GA
Georgia,GA,Glynn,13127,Democrat,Hillary_Clinton,2870,0.687,Glynn_GA,13127,Glynn,GA,82175,79626,3.2,79626,6.2,23.1,17.7,52.7,69.5,26.5,0.5,1.5,0.2,1.8,6.5,64.1,80.2,5.7,9.5,86.6,26.1,7954,19.1,41726,61.9,20.8,162900,31547,2.51,26724,46407,19.2,2427,29435,1.5,6218,0,0,0,0,0,0,0,0,270865,1351775,18083,398301,427,419.75,189.7,Glynn_GA
Georgia,GA,Gordon,13129,Democrat,Hillary_Clinton,776,0.575,Gordon_GA,13129,Gordon,GA,56047,55186,1.6,55186,6.5,25.6,13.3,50.4,92,4.4,0.6,1.1,0.4,1.4,15.2,78.2,85.8,9.3,14.6,73.4,14.2,3094,23,22254,66.8,15,116100,19066,2.88,19177,40926,21,986,18965,6.2,3429,4842,0,0,2.6,0,0,20.4,2528116,0,659417,12680,62480,63,355.81,155.1,Gordon_GA
Georgia,GA,Gwinnett,13135,Democrat,Hillary_Clinton,37465,0.662,Gwinnett_GA,13135,Gwinnett,GA,877922,805324,9,805321,6.9,27.8,8.6,51,58.1,27,0.8,11.5,0.1,2.5,20.5,40.6,85.2,24.9,33,87,33.9,39586,31.6,298611,68.4,20.2,171300,266952,3.07,25932,60445,13.9,21547,305293,3,90033,93820,17,1.1,14.2,0.2,9.3,28.6,6480318,28829120,13857021,17939,1264671,3379,430.38,1871.2,Gwinnett_GA
Georgia,GA,Habersham,13137,Democrat,Hillary_Clinton,608,0.52,Habersham_GA,13137,Habersham,GA,43752,43041,1.7,43041,5.9,23.2,17.4,52.6,90.7,4,1,2.5,0.3,1.4,13.6,78.7,91.1,8.6,13.8,77.9,17.1,3319,23.6,18111,76.3,7.5,137900,14805,2.74,18910,39306,20.8,802,11576,-2.2,2865,4315,0,0,0,0,0,24,968514,0,492128,11672,41762,35,276.74,155.5,Habersham_GA
Georgia,GA,Hall,13139,Democrat,Hillary_Clinton,3482,0.603,Hall_GA,13139,Hall,GA,190761,179684,6.2,179684,6.9,26.5,13.6,50.1,87.3,8.1,0.9,2,0.2,1.5,27.5,61.9,86.1,15.4,26.2,78.8,22.8,10555,25.8,69492,67.8,13.9,165300,61220,2.93,23645,50853,18.7,3953,64743,4.2,13987,17307,0,0.6,4.4,0,6.9,25.1,6068981,4914547,2220699,12417,224064,722,392.78,457.5,Hall_GA
Georgia,GA,Haralson,13143,Democrat,Hillary_Clinton,413,0.551,Haralson_GA,13143,Haralson,GA,28641,28780,-0.5,28780,5.9,24.4,16,51.6,92.3,5.1,0.4,0.7,0,1.6,1.4,91.1,84,1.4,1.7,74.2,14.1,1916,30,12241,70.3,9.9,106800,10806,2.6,19789,39993,22.8,441,5221,5.8,2025,2349,0,0,0,0,0,22,952054,53193,313130,10907,14624,23,282.17,102,Haralson_GA
Georgia,GA,Hart,13147,Democrat,Hillary_Clinton,740,0.723,Hart_GA,13147,Hart,GA,25377,25213,0.7,25213,5.5,21.4,20.6,50.4,78.4,18.8,0.2,1,0,1.5,3.6,75.4,87,2.1,2.8,80.3,15.5,2148,22.9,12943,73.7,4.6,118400,10009,2.45,20371,35615,25.4,393,5319,-1.5,1798,1725,0,0,0,0,0,22.7,244785,58960,170726,7077,16806,35,232.39,108.5,Hart_GA
Georgia,GA,Heard,13149,Democrat,Hillary_Clinton,276,0.701,Heard_GA,13149,Heard,GA,11603,11834,-2,11834,5.7,23.6,15.7,50.1,86.4,10.7,0.4,0.6,0,1.8,2.5,84.4,84.2,0.2,0.4,72.7,8.2,863,38.6,5103,76,5.3,93200,4321,2.68,18964,39909,24.3,118,1181,0,705,1038,0,0,0,0,0,23.4,0,0,24751,2167,1886,15,296.03,40,Heard_GA
Georgia,GA,Henry,13151,Democrat,Hillary_Clinton,15639,0.777,Henry_GA,13151,Henry,GA,213869,203879,4.9,203922,5.9,27.1,10.4,52.2,53.4,40.6,0.3,3.4,0.1,2.2,6.4,48.6,85.7,7.4,10.2,89.5,26.1,17462,33.3,77530,75,11.2,147500,69238,2.97,25299,60781,11.2,3354,46159,7.1,17787,18508,28.9,0,5.4,0,2.7,33.6,1695755,3076624,1907354,10315,243225,1047,322.13,633,Henry_GA
Georgia,GA,Houston,13153,Democrat,Hillary_Clinton,6274,0.76,Houston_GA,13153,Houston,GA,149111,139910,6.6,139900,6.9,25.7,11.7,51.3,63.6,30.3,0.4,2.8,0.2,2.7,6.6,58.3,83.3,5.8,8.5,88.8,24,18505,20.5,60555,67.1,17.3,132900,52330,2.7,25195,54893,15.2,2318,36198,6.7,8976,8657,17.1,0,6.2,0,2.8,29.1,1422893,0,1524261,11610,206115,602,375.54,372.5,Houston_GA
Georgia,GA,Irwin,13155,Democrat,Hillary_Clinton,326,0.799,Irwin_GA,13155,Irwin,GA,9104,9538,-4.6,9538,5.7,22.3,18.2,49.2,71.3,26.7,0.1,0.8,0,1.1,3.6,68.4,89.8,0.7,1.4,81.1,10.3,923,22.5,4022,72.4,6.2,83400,3277,2.69,18207,40771,21.2,125,1727,0.2,561,742,10.9,0,0,0,0,0,0,94087,27252,2734,2608,10,354.34,26.9,Irwin_GA
Georgia,GA,Jeff Davis,13161,Democrat,Hillary_Clinton,400,0.766,Jeff Davis_GA,13161,Jeff Davis,GA,14859,15068,-1.4,15068,7.4,27.5,14.2,50.5,82,15.6,0.8,0.6,0,1,11.3,72,87.8,4.7,9.3,79.6,9.6,773,22,6412,71.3,6.1,79900,5509,2.71,17684,36296,24.5,239,3344,5.9,852,1009,0,0,0,0,0,0,242915,35858,204381,15440,9883,1,330.74,45.6,Jeff Davis_GA
Georgia,GA,Jenkins,13165,Democrat,Hillary_Clinton,355,0.841,Jenkins_GA,13165,Jenkins,GA,9125,8340,9.4,8340,5.7,22.6,15.3,46.8,54.6,43.2,0.4,0.5,0.2,1,5.1,51.2,85.3,2.6,4.1,72.6,13.1,605,26.4,4175,69.6,1.9,63400,3354,2.54,17565,26104,29.4,97,946,-1.1,545,716,0,0,0,0,0,0,116890,0,53910,6311,3823,10,347.28,24,Jenkins_GA
Georgia,GA,Lanier,13173,Democrat,Hillary_Clinton,234,0.765,Lanier_GA,13173,Lanier,GA,10373,10074,3,10078,7.8,25.6,12.1,49.6,72.1,22.7,1.1,1.4,0,2.7,5.5,68,78,2.5,5.5,76.4,12,784,23,4295,60.9,4.9,111800,3725,2.66,17264,39452,26.7,92,757,-6.5,516,731,0,0,0,0,0,26.7,0,0,0,0,0,15,185.26,54.4,Lanier_GA
Georgia,GA,Liberty,13179,Democrat,Hillary_Clinton,2783,0.797,Liberty_GA,13179,Liberty,GA,65198,63469,2.7,63453,11.1,28.7,7.5,48.8,51.1,40.8,0.8,2.4,0.6,4.3,12.1,42.2,72.9,6.5,10.9,90.9,20.2,10207,20.1,27198,51.1,22.3,126900,23046,2.73,20791,43832,18.7,812,12380,1.7,2805,3667,36.7,0,0,0,3,34.7,0,0,539287,8908,62915,242,489.8,129.5,Liberty_GA
Georgia,GA,Long,13183,Democrat,Hillary_Clinton,261,0.685,Long_GA,13183,Long,GA,17113,14448,18.4,14464,8.2,28.8,7.7,49.7,68.3,25.6,0.8,1.2,0.5,3.6,11.8,59.1,81.9,4.9,8.2,85,14,1658,25.1,6205,62.2,4.2,111900,4841,3.11,17158,42651,19.2,71,252,0,532,321,0,0,0,0,0,0,0,0,17394,1548,1830,0,400.29,36.1,Long_GA
Georgia,GA,Lumpkin,13187,Democrat,Hillary_Clinton,560,0.506,Lumpkin_GA,13187,Lumpkin,GA,31176,29966,4,29966,5,18.9,15.7,50.2,94.7,1.9,0.7,0.7,0.1,1.8,4.9,90.5,80.3,3.3,4.5,85,25.4,2423,30,13073,68.2,8.9,165900,10999,2.62,20908,43775,18.1,506,4388,5.1,2309,3187,0,0,0,0,0,0,207779,37439,206576,7764,33394,91,282.93,105.9,Lumpkin_GA
Georgia,GA,McDuffie,13189,Democrat,Hillary_Clinton,1274,0.847,McDuffie_GA,13189,McDuffie,GA,21370,21875,-2.3,21875,6.2,25.2,15.9,53.1,56.8,40.7,0.4,0.5,0.1,1.5,2.8,54.7,90.3,1.2,2.7,74.6,13.7,1112,26.4,9248,66,9,106100,8143,2.62,17922,37487,22.2,433,5938,1.1,1412,1609,0,0,3.2,0,0,17.1,0,0,350350,16276,23602,19,257.46,85,McDuffie_GA
Georgia,GA,Meriwether,13199,Democrat,Hillary_Clinton,1463,0.854,Meriwether_GA,13199,Meriwether,GA,21198,21992,-3.6,21992,5.4,22.4,18.6,52,58.2,39.4,0.4,0.7,0,1.2,2.2,56.5,84.3,0.7,1.7,73,8.9,1383,30.2,9911,69.9,4.6,91200,8135,2.62,18821,37333,21.1,302,3248,-2.9,1494,2142,22.9,0,0,0,0,28.6,233413,0,100756,4421,14833,24,501.22,43.9,Meriwether_GA
Georgia,GA,Mitchell,13205,Democrat,Hillary_Clinton,1338,0.858,Mitchell_GA,13205,Mitchell,GA,22771,23498,-3.1,23498,6,23.7,14.9,47.7,49.8,48,0.5,0.7,0.1,0.9,4.3,46.3,89.5,2.3,3.7,72.3,9.6,1508,21.2,8938,65.3,10.9,77900,8131,2.61,15694,32054,26.2,365,5868,-9,1312,0,0,0,0,0,0,0,0,169162,150978,6268,15388,10,512.09,45.9,Mitchell_GA
Georgia,GA,Muscogee,13215,Democrat,Hillary_Clinton,12801,0.791,Muscogee_GA,13215,Muscogee,GA,200887,190545,5.4,189885,7.6,24.3,12,50.8,47.9,46.1,0.5,2.5,0.2,2.8,7.5,42.4,74.6,5.4,9.1,85.4,22.6,20679,19,83846,52.6,29.8,133300,72243,2.53,22856,41339,19.6,4256,75855,-0.3,13691,15413,37.4,0,0,0,2.5,35.8,2111391,1173616,2889210,15482,428162,585,216.39,877.5,Muscogee_GA
Georgia,GA,Newton,13217,Democrat,Hillary_Clinton,7269,0.78,Newton_GA,13217,Newton,GA,103675,99958,3.7,99958,6.7,27.1,11.9,52.3,53.6,43,0.4,1.1,0.1,1.9,4.9,50,82.5,5.7,6.2,84.5,19.4,7341,31.4,38351,73.5,8.1,125600,33840,2.93,21484,50580,15.2,1306,17729,0.8,8657,9515,33.4,0,0,0,0,33.4,2205094,226621,679365,7096,93483,181,272.16,367.3,Newton_GA
Georgia,GA,Oglethorpe,13221,Democrat,Hillary_Clinton,561,0.605,Oglethorpe_GA,13221,Oglethorpe,GA,14673,14899,-1.5,14899,5.3,21.6,18,50.7,79.5,17.7,0.3,0.7,0,1.8,3.9,76.1,89.7,1.6,3,79,18,1117,27.9,6487,77,4.8,120800,5201,2.8,20493,45729,16.4,168,1046,4.9,980,1296,0,0,0,0,0,21.3,0,8455,69636,4988,1816,27,439.01,33.9,Oglethorpe_GA
Georgia,GA,Paulding,13223,Democrat,Hillary_Clinton,4095,0.656,Paulding_GA,13223,Paulding,GA,148987,142324,4.7,142324,6.5,27.8,9.5,51.2,78.4,18,0.4,1.1,0.1,2.1,5.7,73.8,87,4.1,6.4,88.5,23.4,10479,37.7,53105,82.1,5.8,135500,47881,2.99,24168,61837,11.4,1716,15576,1.9,10643,11811,14.6,0,0,0,0,30.6,255438,176471,973010,7607,108987,930,312.22,455.8,Paulding_GA
Georgia,GA,Peach,13225,Democrat,Hillary_Clinton,1675,0.837,Peach_GA,13225,Peach,GA,26922,27696,-2.8,27695,6,22.3,13.3,51.7,51.5,45.1,0.5,1,0.1,1.8,7.3,45.3,85.4,5.9,9.5,82.7,19.2,2354,22.7,11273,66.6,15.6,120000,9525,2.62,19431,39844,24.6,456,5767,-4.6,1823,1757,0,0,0,0,3.6,0,1057803,0,317396,12122,28726,161,150.27,184.3,Peach_GA
Georgia,GA,Pierce,13229,Democrat,Hillary_Clinton,219,0.67,Pierce_GA,13229,Pierce,GA,18991,18758,1.2,18758,6.6,25.4,15.6,50.4,87.8,9.3,0.8,0.6,0.1,1.3,5.1,83.5,86.8,2.3,4.9,77.6,11.8,1398,26.6,7961,73.3,5.9,79600,6970,2.67,20001,39067,20.5,322,2930,-4.5,1152,1064,0,0,0,0,0,25.6,0,0,99714,5586,8687,38,316.49,59.3,Pierce_GA
Georgia,GA,Rabun,13241,Democrat,Hillary_Clinton,397,0.541,Rabun_GA,13241,Rabun,GA,16243,16276,-0.2,16276,4.2,18.3,25.5,50.6,95.2,1.6,0.5,0.9,0.1,1.7,8.4,87.7,92.9,6.8,9.5,85.2,26.6,1503,21.9,12460,73.2,8,168300,6997,2.28,22260,35423,21.5,454,3987,0.6,1707,2338,0,0,0,0,0,31.2,138701,0,234433,14153,41073,47,369.99,44,Rabun_GA
Georgia,GA,Richmond,13245,Democrat,Hillary_Clinton,16269,0.817,Richmond_GA,13245,Richmond,GA,201368,200549,0.4,200549,7.2,23.7,12.6,51.6,39.5,55.5,0.4,1.8,0.3,2.6,4.6,36.4,80.7,3.3,5.9,83.7,20.5,20693,20,87076,54.5,25.6,100900,72281,2.66,20526,37749,25.1,4313,85077,-0.1,12458,14147,38.1,0.3,2.8,0,2.4,36.1,5256290,916435,2505076,12695,395411,730,324.33,618.4,Richmond_GA
Georgia,GA,Rockdale,13247,Democrat,Hillary_Clinton,7930,0.78,Rockdale_GA,13247,Rockdale,GA,87754,85215,3,85215,6,25.6,12.8,52.7,44.4,51,0.5,1.9,0.1,2.1,10,36.4,81.4,10.5,11.3,86.2,26,6602,32.3,33286,69,19,149900,29317,2.89,23461,52579,14.7,1927,28615,2.8,7816,8647,34.8,0,0,0,2.9,29.1,1778787,515574,1450095,17720,196568,133,129.79,656.5,Rockdale_GA
Georgia,GA,Schley,13249,Democrat,Hillary_Clinton,146,0.834,Schley_GA,13249,Schley,GA,5163,5010,3.1,5010,5.1,27.7,14.7,52.6,76.9,21.5,0.1,0.8,0,0.9,4.4,73,88.8,2.2,7.7,73,14.2,267,27.6,2159,64.4,7.1,93000,1829,2.73,19037,38425,22.3,58,763,-1.5,296,0,0,0,0,0,0,0,215937,0,18573,4503,879,0,166.91,30,Schley_GA
Georgia,GA,Screven,13251,Democrat,Hillary_Clinton,771,0.811,Screven_GA,13251,Screven,GA,14085,14593,-3.5,14593,6.6,22.7,16.8,51.2,56.2,41.7,0.4,0.5,0,1.3,1.7,55.1,88.2,0.4,1.8,78.9,13,946,28.7,6650,70.8,5.9,77000,5165,2.72,18640,34848,27,213,2384,-5.8,906,1171,0,0,0,0,0,0,183823,17545,93578,6219,8297,10,645.1,22.6,Screven_GA
Georgia,GA,Spalding,13255,Democrat,Hillary_Clinton,3129,0.786,Spalding_GA,13255,Spalding,GA,63988,64073,-0.1,64073,6.6,24.5,16.1,51.7,63.7,33.2,0.4,0.9,0.1,1.7,4.5,60,83.4,2.7,4.9,76.6,14.8,5072,27.8,26983,63.1,15.7,113900,22997,2.74,19783,41534,21.5,1117,16590,-5,4635,5329,0,0,2.5,0,0,36.9,2285175,604327,661569,10492,77353,141,196.47,326.1,Spalding_GA
Georgia,GA,Talbot,13263,Democrat,Hillary_Clinton,852,0.867,Talbot_GA,13263,Talbot,GA,6390,6863,-6.9,6865,4.5,18.8,19.1,52.3,41.3,56.6,0.4,0.2,0,1.5,2.1,40.1,92.1,0.8,2.8,76.7,12.3,541,31.5,3363,75.9,4.8,76500,2682,2.49,16993,32424,21.8,57,538,-1.5,506,777,46.3,0,0,0,0,0,0,0,4663,710,0,10,391.39,17.5,Talbot_GA
Georgia,GA,Taliaferro,13265,Democrat,Hillary_Clinton,236,0.864,Taliaferro_GA,13265,Taliaferro,GA,1693,1717,-1.4,1717,6.5,18.5,22.4,51.1,40.5,56.9,0.2,0.8,0,1.6,4,37.5,85.8,1.6,2.6,68.3,9.3,104,27.9,1005,73.2,4.6,68300,704,2.49,14381,25465,30,17,45,-25,104,0,0,0,0,0,0,0,0,0,1710,925,0,2,194.61,8.8,Taliaferro_GA
Georgia,GA,Tattnall,13267,Democrat,Hillary_Clinton,518,0.761,Tattnall_GA,13267,Tattnall,GA,25224,25519,-1.2,25520,5.9,21.2,12.5,42.3,68.1,29.5,0.6,0.5,0.1,1.1,10.5,58.8,82.7,5.4,11.3,75.1,11.6,1968,24.2,9860,71.3,5.5,86100,7885,2.62,15280,37587,27.4,289,3016,-1.4,1224,1241,0,0,2.2,0,7.7,27.6,0,152023,102403,4457,9522,17,479.4,53.2,Tattnall_GA
Georgia,GA,Telfair,13271,Democrat,Hillary_Clinton,426,0.811,Telfair_GA,13271,Telfair,GA,16518,16500,0.1,16500,4.2,17.7,15.3,40.7,61.3,36.6,0.3,0.8,0.1,1,14.7,49.4,95.3,10.8,12.3,73.9,10.9,1021,20.5,7208,64.8,9.7,58300,5567,2.27,12489,26634,30.5,190,3171,-1.2,686,1139,0,0,0,0,0,12.6,0,30505,77349,5817,11149,0,437.3,37.7,Telfair_GA
Georgia,GA,Terrell,13273,Democrat,Hillary_Clinton,804,0.881,Terrell_GA,13273,Terrell,GA,9132,9507,-3.9,9315,6.9,23.6,17.7,52.5,37.2,60.3,0.6,0.4,0.2,1.3,2.6,35.6,85.3,1.2,2.4,65.6,8.7,668,22.1,4157,63.4,8.7,78800,3351,2.66,16836,32628,31.6,164,1705,-0.5,660,550,0,0,0,0,0,45.5,0,0,68284,6657,0,3,335.44,27.8,Terrell_GA
Georgia,GA,Thomas,13275,Democrat,Hillary_Clinton,2053,0.782,Thomas_GA,13275,Thomas,GA,44959,44719,0.5,44720,6.5,24.1,16.8,52.6,60.5,36.8,0.5,0.9,0,1.3,3.4,57.8,87,2.5,4.1,81.8,18.1,3525,20.1,20352,56.5,13.3,127000,17377,2.51,19983,34035,26.5,1051,14947,-2.9,3142,3741,0,1.3,0,0,0,29.8,657550,575289,627509,13852,49874,71,544.6,82.1,Thomas_GA
Georgia,GA,Tift,13277,Democrat,Hillary_Clinton,1151,0.759,Tift_GA,13277,Tift,GA,40704,40122,1.5,40118,6.6,25.1,14,51.9,66.6,30.1,0.4,1.5,0.1,1.3,11.3,56.6,87.1,5.7,11.7,77.5,16,1993,18.9,16402,61.1,16.3,117300,13691,2.84,18933,34591,27.9,1017,15454,-1.1,2986,3604,11.1,0,0,0,2.2,28,547460,612216,721588,17119,92037,59,258.92,154.9,Tift_GA
Georgia,GA,Toombs,13279,Democrat,Hillary_Clinton,562,0.762,Toombs_GA,13279,Toombs,GA,27282,27223,0.2,27223,7.7,27.3,15.2,52.6,70.8,26,0.7,0.9,0.2,1.5,11.2,61.1,92.6,5,10,79.2,15.2,1863,20.4,12089,62.4,15.6,88100,10310,2.6,18716,31189,26.9,673,9231,-2.1,2010,2972,10.9,0,10.2,0,4.6,33.2,0,665035,386338,13914,42329,23,364.01,74.8,Toombs_GA
Georgia,GA,Towns,13281,Democrat,Hillary_Clinton,312,0.529,Towns_GA,13281,Towns,GA,11098,10471,6,10471,3.7,13.8,32.2,52.2,96.9,1.2,0.3,0.7,0,0.8,2.6,94.7,87.4,3.1,4.1,86.8,22.7,1303,20.7,7887,84.8,5.8,164000,4261,2.29,20419,36570,16.3,285,2731,-0.9,1108,1499,0,0,0,0,0,30.6,0,6174,102261,9426,31033,103,166.56,62.9,Towns_GA
Georgia,GA,Treutlen,13283,Democrat,Hillary_Clinton,300,0.822,Treutlen_GA,13283,Treutlen,GA,6778,6885,-1.6,6885,6.3,24.5,15,49.7,66.1,32.3,0.3,0.3,0,1.1,2.9,63.7,92.8,0.5,1.2,74.4,12.3,342,26,2982,68,4.5,64300,2515,2.52,19410,37894,25.8,82,571,2,425,421,0,0,0,0,0,0,0,0,30428,4407,1792,0,199.44,34.5,Treutlen_GA
Georgia,GA,Troup,13285,Democrat,Hillary_Clinton,3357,0.789,Troup_GA,13285,Troup,GA,69469,67044,3.6,67044,6.7,25.3,13.7,51.8,60.7,35.4,0.4,1.8,0.2,1.5,3.7,57.8,82,4.2,5.9,81.8,18.6,4638,20.9,28250,60.9,17,121300,24441,2.7,21443,41161,23.6,1410,33030,2,5252,5768,25.8,0.7,1.7,0,0,31,2470774,0,798823,12600,88719,133,413.99,161.9,Troup_GA
Georgia,GA,Turner,13287,Democrat,Hillary_Clinton,330,0.789,Turner_GA,13287,Turner,GA,8153,8930,-8.7,8930,6,26.3,18.6,50.9,58.3,39.4,0.5,0.8,0.2,0.8,4.5,55,91.5,3.4,4.4,72.1,9.8,491,24.8,3807,64.7,10.7,83800,3166,2.61,17609,28326,22,153,1392,1.2,576,817,0,0,0,0,0,0,0,103211,64546,6881,6479,65,285.39,31.3,Turner_GA
